t,msssimc_ref,psnr_ref,msssimc_last,psnr_last,meanY
20.10,0.8636,15.71,0.3287,12.44,85.1
20.20,0.8661,15.73,0.3280,12.44,85.1
20.30,0.8662,15.73,0.3279,12.44,85.1
20.40,0.8662,15.73,0.3278,12.44,85.1
20.50,0.8697,15.78,0.3263,12.41,85.3
20.60,0.8698,15.78,0.3264,12.41,85.3
20.70,0.8711,15.77,0.3256,12.41,85.2
20.80,0.8713,15.78,0.3259,12.41,85.2
20.90,0.8714,15.78,0.3256,12.41,85.2
21.00,0.8740,15.78,0.3249,12.41,85.2
21.10,0.8740,15.78,0.3249,12.41,85.2
21.20,0.8746,15.77,0.3244,12.42,85.2
21.30,0.8746,15.77,0.3244,12.42,85.2
21.40,0.8746,15.77,0.3244,12.42,85.2
21.50,0.8759,15.77,0.3237,12.43,85.1
21.60,0.8760,15.77,0.3237,12.43,85.1
21.70,0.8760,15.77,0.3237,12.43,85.1
21.80,0.8775,15.78,0.3254,12.44,85.1
21.90,0.8776,15.78,0.3254,12.44,85.1
22.00,0.8789,15.80,0.3246,12.43,85.2
22.10,0.8789,15.80,0.3247,12.43,85.2
22.20,0.8789,15.80,0.3248,12.43,85.2
22.30,0.8807,15.81,0.3228,12.41,85.1
22.40,0.8807,15.81,0.3228,12.41,85.1
22.50,0.8808,15.81,0.3228,12.41,85.1
22.60,0.8817,15.83,0.3234,12.41,85.2
22.70,0.8817,15.83,0.3234,12.41,85.2
22.80,0.8817,15.83,0.3233,12.41,85.2
22.90,0.8839,15.82,0.3249,12.41,85.1
23.00,0.8840,15.82,0.3249,12.41,85.1
23.10,0.8840,15.82,0.3247,12.41,85.1
23.20,0.8840,15.82,0.3248,12.41,85.1
23.30,0.8840,15.82,0.3247,12.41,85.1
23.40,0.8870,15.82,0.3228,12.41,85.0
23.50,0.8871,15.82,0.3227,12.41,85.0
23.60,0.8870,15.82,0.3227,12.41,85.0
23.70,0.8629,15.79,0.3341,12.41,86.1
23.80,0.8630,15.79,0.3340,12.41,86.1
23.90,0.8885,15.83,0.3238,12.41,85.0
24.00,0.8886,15.83,0.3238,12.41,85.0
24.10,0.8886,15.83,0.3237,12.41,85.0
24.20,0.8904,15.84,0.3225,12.40,85.0
24.30,0.8904,15.84,0.3225,12.40,85.0
24.40,0.8905,15.84,0.3224,12.40,85.0
24.50,0.8912,15.84,0.3222,12.40,85.0
24.60,0.8912,15.84,0.3222,12.40,85.0
24.70,0.8912,15.84,0.3222,12.40,85.0
24.80,0.8912,15.84,0.3222,12.40,85.0
24.90,0.8912,15.84,0.3221,12.40,85.0
25.00,0.8910,15.84,0.3249,12.40,85.0
25.10,0.8910,15.84,0.3250,12.40,85.0
25.20,0.8911,15.84,0.3249,12.40,85.0
25.30,0.8913,15.85,0.3246,12.40,85.0
25.40,0.8914,15.84,0.3247,12.40,85.0
25.50,0.8928,15.85,0.3271,12.40,85.0
25.60,0.8928,15.85,0.3273,12.40,85.0
25.70,0.8929,15.85,0.3273,12.40,85.0
25.80,0.8934,15.86,0.3264,12.39,85.0
25.90,0.8935,15.86,0.3265,12.39,85.0
26.00,0.8935,15.86,0.3265,12.39,85.0
26.10,0.8946,15.86,0.3285,12.40,85.0
26.20,0.8947,15.86,0.3284,12.40,85.0
26.30,0.8947,15.86,0.3284,12.40,85.0
26.40,0.8946,15.86,0.3283,12.40,85.0
26.50,0.8947,15.86,0.3284,12.40,85.0
26.60,0.8951,15.87,0.3280,12.40,85.1
26.70,0.8951,15.87,0.3280,12.40,85.1
26.80,0.8951,15.87,0.3280,12.40,85.0
26.90,0.8955,15.86,0.3282,12.40,85.0
27.00,0.8955,15.86,0.3283,12.40,85.0
27.10,0.8956,15.86,0.3284,12.41,85.0
27.20,0.8957,15.86,0.3283,12.41,85.0
27.30,0.8957,15.86,0.3283,12.41,85.0
27.40,0.8963,15.85,0.3284,12.41,85.0
27.50,0.8963,15.85,0.3284,12.41,85.0
27.60,0.8964,15.85,0.3283,12.41,84.9
27.70,0.8964,15.85,0.3283,12.41,84.9
27.80,0.8964,15.85,0.3284,12.41,84.9
27.90,0.8978,15.85,0.3284,12.41,84.9
28.00,0.8978,15.85,0.3283,12.41,84.9
28.10,0.8978,15.85,0.3284,12.41,84.9
28.20,0.8987,15.84,0.3268,12.41,84.9
28.30,0.8987,15.84,0.3268,12.41,84.9
28.40,0.8988,15.84,0.3268,12.41,84.9
28.50,0.8993,15.84,0.3263,12.41,84.8
28.60,0.8993,15.84,0.3264,12.41,84.8
28.70,0.8997,15.85,0.3268,12.40,84.9
28.80,0.8996,15.85,0.3268,12.41,84.9
28.90,0.8997,15.85,0.3267,12.41,84.9
29.00,0.9011,15.85,0.3282,12.41,84.9
29.10,0.9012,15.85,0.3282,12.41,84.9
29.20,0.9014,15.86,0.3286,12.41,84.9
29.30,0.9023,15.87,0.3296,12.41,84.9
29.40,0.9024,15.87,0.3295,12.41,84.9
29.50,0.9029,15.88,0.3289,12.40,84.9
29.60,0.9029,15.88,0.3289,12.40,84.9
29.70,0.9029,15.88,0.3289,12.40,84.9
29.80,0.9033,15.88,0.3293,12.40,84.9
29.90,0.9033,15.88,0.3292,12.40,84.9
30.00,0.9033,15.88,0.3293,12.40,84.9
30.10,0.9035,15.87,0.3295,12.40,84.9
30.20,0.9035,15.87,0.3294,12.40,84.9
30.30,0.9039,15.88,0.3282,12.40,85.0
30.40,0.9040,15.88,0.3282,12.40,85.0
30.50,0.9039,15.88,0.3281,12.40,85.0
30.60,0.9039,15.88,0.3283,12.40,85.0
30.70,0.9039,15.88,0.3282,12.40,85.0
30.80,0.9040,15.88,0.3282,12.40,85.0
30.90,0.9047,15.89,0.3276,12.39,85.0
31.00,0.9046,15.89,0.3277,12.39,85.0
31.10,0.9052,15.89,0.3266,12.39,85.0
31.20,0.9053,15.89,0.3264,12.39,85.0
31.30,0.9053,15.89,0.3266,12.39,85.0
31.40,0.9055,15.88,0.3271,12.40,84.9
31.50,0.9056,15.88,0.3270,12.40,84.9
31.60,0.9056,15.88,0.3270,12.40,84.9
31.70,0.9057,15.89,0.3272,12.39,85.0
31.80,0.9057,15.89,0.3271,12.39,85.0
31.90,0.9056,15.89,0.3266,12.39,85.0
32.00,0.9057,15.89,0.3266,12.39,85.0
32.10,0.9057,15.89,0.3266,12.39,85.0
32.20,0.9060,15.89,0.3258,12.39,85.0
32.30,0.9060,15.89,0.3257,12.39,85.0
32.40,0.9060,15.89,0.3257,12.39,85.0
32.50,0.9067,15.89,0.3255,12.39,85.0
32.60,0.9067,15.89,0.3254,12.39,85.0
32.70,0.9073,15.90,0.3266,12.39,85.0
32.80,0.9073,15.90,0.3266,12.39,85.0
32.90,0.9073,15.90,0.3265,12.39,85.0
33.00,0.9080,15.90,0.3269,12.39,85.0
33.10,0.9079,15.90,0.3269,12.39,85.0
33.20,0.9079,15.90,0.3267,12.39,85.0
33.30,0.9079,15.90,0.3266,12.39,85.0
33.40,0.9080,15.89,0.3264,12.39,85.0
33.50,0.9084,15.90,0.3261,12.38,85.0
33.60,0.9084,15.90,0.3260,12.38,85.0
33.70,0.9084,15.90,0.3260,12.38,85.0
33.80,0.9086,15.90,0.3255,12.38,85.0
33.90,0.9087,15.90,0.3256,12.38,85.0
34.00,0.9087,15.90,0.3255,12.38,85.0
34.10,0.9090,15.90,0.3253,12.38,85.0
34.20,0.9090,15.90,0.3253,12.38,85.0
34.30,0.9092,15.90,0.3260,12.38,85.0
34.40,0.9092,15.90,0.3261,12.38,85.0
34.50,0.9093,15.90,0.3261,12.38,85.0
34.60,0.9093,15.90,0.3261,12.38,85.0
34.70,0.9093,15.90,0.3261,12.38,85.0
34.80,0.9093,15.90,0.3261,12.38,85.0
34.90,0.9098,15.91,0.3267,12.38,85.0
35.00,0.9099,15.91,0.3266,12.38,85.0
35.10,0.9100,15.90,0.3267,12.38,85.0
35.20,0.9100,15.90,0.3267,12.38,85.0
35.30,0.9100,15.90,0.3267,12.38,85.0
35.40,0.9100,15.90,0.3267,12.38,85.0
35.50,0.9100,15.90,0.3267,12.38,85.0
35.60,0.9100,15.90,0.3267,12.39,85.0
35.70,0.9100,15.90,0.3267,12.39,85.0
35.80,0.9100,15.90,0.3267,12.38,85.0
35.90,0.9106,15.91,0.3263,12.38,85.0
36.00,0.9106,15.91,0.3263,12.38,85.0
36.10,0.9106,15.91,0.3263,12.38,85.0
36.20,0.9105,15.90,0.3267,12.38,85.0
36.30,0.9105,15.90,0.3269,12.38,85.0
36.40,0.9105,15.90,0.3268,12.38,85.0
36.50,0.9106,15.90,0.3269,12.38,85.0
36.60,0.9106,15.90,0.3269,12.38,85.0
36.70,0.9106,15.90,0.3274,12.39,85.0
36.80,0.9106,15.90,0.3274,12.39,85.0
36.90,0.9106,15.90,0.3274,12.39,85.0
37.00,0.9111,15.90,0.3274,12.39,85.0
37.10,0.9112,15.90,0.3274,12.39,85.0
37.20,0.9112,15.90,0.3274,12.39,85.0
37.30,0.9112,15.90,0.3274,12.39,85.0
37.40,0.9112,15.90,0.3274,12.39,85.0
37.50,0.9110,15.90,0.3281,12.39,85.0
37.60,0.9110,15.90,0.3282,12.39,85.0
37.70,0.9110,15.90,0.3283,12.39,85.0
37.80,0.9110,15.90,0.3282,12.39,85.0
37.90,0.9110,15.90,0.3282,12.39,85.0
38.00,0.9111,15.90,0.3282,12.39,85.0
38.10,0.9110,15.90,0.3282,12.39,85.0
38.20,0.9110,15.90,0.3283,12.39,85.0
38.30,0.9113,15.90,0.3284,12.39,85.0
38.40,0.9114,15.90,0.3285,12.39,85.0
38.50,0.9113,15.90,0.3286,12.39,85.0
38.60,0.9118,15.90,0.3281,12.39,85.0
38.70,0.9118,15.90,0.3281,12.39,85.0
38.80,0.9118,15.90,0.3281,12.39,85.0
38.90,0.9118,15.90,0.3281,12.39,85.0
39.00,0.9118,15.90,0.3281,12.39,85.0
39.10,0.9119,15.90,0.3280,12.39,85.0
39.20,0.9120,15.90,0.3280,12.39,85.0
39.30,0.9119,15.90,0.3279,12.39,85.0
39.40,0.9118,15.90,0.3280,12.39,85.0
39.50,0.9118,15.90,0.3281,12.39,85.0
39.60,0.9118,15.90,0.3281,12.39,85.0
39.70,0.9123,15.90,0.3279,12.39,85.0
39.80,0.9123,15.90,0.3280,12.39,85.0
39.90,0.9123,15.90,0.3280,12.39,85.0
40.00,0.9123,15.90,0.3280,12.39,85.0
40.10,0.9122,15.90,0.3280,12.39,85.0
40.20,0.9122,15.90,0.3281,12.39,85.0
40.30,0.9123,15.90,0.3280,12.39,85.0
40.40,0.9123,15.90,0.3280,12.39,85.0
40.50,0.9123,15.90,0.3279,12.39,85.0
40.60,0.9123,15.90,0.3280,12.39,85.0
40.70,0.9128,15.90,0.3289,12.39,85.0
40.80,0.9128,15.90,0.3288,12.39,85.0
40.90,0.9129,15.90,0.3290,12.39,85.0
41.00,0.9132,15.90,0.3285,12.39,85.0
41.10,0.9132,15.90,0.3286,12.39,85.0
41.20,0.9132,15.90,0.3286,12.39,85.0
41.30,0.9133,15.90,0.3282,12.39,85.0
41.40,0.9133,15.90,0.3283,12.39,85.0
41.50,0.9137,15.90,0.3286,12.39,85.0
41.60,0.9137,15.90,0.3285,12.39,85.0
41.70,0.9138,15.90,0.3284,12.39,85.0
41.80,0.9138,15.91,0.3285,12.39,85.0
41.90,0.9139,15.90,0.3286,12.39,85.0
42.00,0.9139,15.90,0.3285,12.39,85.0
42.10,0.9140,15.91,0.3288,12.39,85.0
42.20,0.9140,15.91,0.3288,12.39,85.0
42.30,0.9140,15.91,0.3285,12.39,85.0
42.40,0.9139,15.91,0.3284,12.39,85.0
42.50,0.9139,15.91,0.3285,12.39,85.0
42.60,0.9142,15.91,0.3285,12.39,85.0
42.70,0.9143,15.91,0.3285,12.39,85.0
42.80,0.9143,15.91,0.3284,12.39,85.0
42.90,0.9144,15.91,0.3282,12.39,85.0
43.00,0.9144,15.91,0.3283,12.39,85.0
43.10,0.9144,15.91,0.3282,12.39,85.0
43.20,0.9144,15.91,0.3282,12.39,85.0
43.30,0.9144,15.91,0.3281,12.39,85.0
43.40,0.9147,15.91,0.3277,12.39,85.0
43.50,0.9147,15.91,0.3277,12.39,85.0
43.60,0.9147,15.91,0.3278,12.39,85.0
43.70,0.9147,15.91,0.3277,12.38,85.0
43.80,0.9147,15.91,0.3277,12.38,85.0
43.90,0.9150,15.91,0.3275,12.38,85.0
44.00,0.9150,15.91,0.3275,12.38,85.0
44.10,0.9150,15.91,0.3275,12.38,85.0
44.20,0.9154,15.91,0.3275,12.38,85.0
44.30,0.9154,15.91,0.3273,12.38,85.0
44.40,0.9154,15.91,0.3274,12.38,85.0
44.50,0.9156,15.91,0.3271,12.38,85.0
44.60,0.9156,15.91,0.3271,12.38,85.0
44.70,0.9159,15.91,0.3265,12.38,85.0
44.80,0.9160,15.91,0.3267,12.38,85.0
44.90,0.9159,15.91,0.3266,12.38,85.0
45.00,0.9161,15.91,0.3266,12.38,85.0
45.10,0.9161,15.91,0.3265,12.38,85.0
45.20,0.9161,15.91,0.3265,12.38,85.0
45.30,0.9161,15.91,0.3266,12.38,85.0
45.40,0.9162,15.91,0.3265,12.38,85.0
45.50,0.9165,15.91,0.3267,12.38,85.0
45.60,0.9165,15.91,0.3265,12.38,85.0
45.70,0.9165,15.91,0.3265,12.38,85.0
45.80,0.9163,15.92,0.3274,12.38,85.0
45.90,0.9163,15.91,0.3271,12.38,85.0
46.00,0.9163,15.91,0.3271,12.38,85.0
46.10,0.9164,15.91,0.3271,12.38,85.0
46.20,0.9165,15.91,0.3271,12.38,85.0
46.30,0.9170,15.92,0.3270,12.38,85.0
46.40,0.9171,15.92,0.3270,12.38,85.0
46.50,0.9171,15.92,0.3270,12.38,85.0
46.60,0.9172,15.92,0.3272,12.38,85.0
46.70,0.9172,15.92,0.3272,12.38,85.0
46.80,0.9172,15.92,0.3272,12.38,85.0
46.90,0.9174,15.92,0.3269,12.38,85.0
47.00,0.9174,15.92,0.3269,12.38,85.0
47.10,0.9176,15.92,0.3265,12.38,85.0
47.20,0.9176,15.92,0.3264,12.38,85.0
47.30,0.9175,15.92,0.3265,12.38,85.0
47.40,0.9178,15.92,0.3264,12.38,85.0
47.50,0.9178,15.92,0.3264,12.38,85.0
47.60,0.9178,15.92,0.3264,12.38,85.0
47.70,0.9178,15.92,0.3260,12.38,85.0
47.80,0.9179,15.92,0.3261,12.38,85.0
47.90,0.9183,15.92,0.3260,12.38,85.0
48.00,0.9183,15.92,0.3260,12.38,85.0
48.10,0.9183,15.92,0.3260,12.38,85.0
48.20,0.9184,15.92,0.3260,12.37,85.0
48.30,0.9184,15.92,0.3260,12.37,85.0
48.40,0.9184,15.92,0.3260,12.37,85.0
48.50,0.9187,15.93,0.3263,12.37,85.0
48.60,0.9187,15.93,0.3263,12.37,85.0
48.70,0.9187,15.93,0.3263,12.37,85.0
48.80,0.9188,15.93,0.3263,12.37,85.0
48.90,0.9188,15.93,0.3262,12.37,85.0
49.00,0.9189,15.93,0.3263,12.37,85.0
49.10,0.9189,15.93,0.3262,12.37,85.0
49.20,0.9189,15.93,0.3263,12.37,85.0
49.30,0.9190,15.93,0.3263,12.37,85.0
49.40,0.9190,15.93,0.3263,12.37,85.0
49.50,0.9193,15.93,0.3266,12.37,85.0
49.60,0.9193,15.93,0.3265,12.37,85.0
49.70,0.9193,15.93,0.3264,12.37,85.0
49.80,0.9193,15.93,0.3263,12.37,85.0
49.90,0.9193,15.93,0.3263,12.37,85.0
50.00,0.9194,15.94,0.3263,12.37,85.1
50.10,0.9198,15.94,0.3262,12.37,85.1
50.20,0.9199,15.94,0.3260,12.37,85.0
50.30,0.9196,15.94,0.3262,12.37,85.1
50.40,0.9196,15.94,0.3263,12.37,85.1
50.50,0.9196,15.94,0.3262,12.37,85.1
50.60,0.9196,15.94,0.3262,12.37,85.1
50.70,0.9197,15.94,0.3263,12.37,85.0
50.80,0.9196,15.94,0.3261,12.37,85.0
50.90,0.9198,15.94,0.3263,12.37,85.1
51.00,0.9198,15.94,0.3263,12.37,85.1
51.10,0.9200,15.94,0.3258,12.37,85.1
51.20,0.9201,15.94,0.3260,12.37,85.1
51.30,0.9201,15.94,0.3257,12.37,85.1
51.40,0.9201,15.94,0.3260,12.37,85.1
51.50,0.9201,15.94,0.3258,12.37,85.1
51.60,0.9201,15.94,0.3259,12.37,85.1
51.70,0.9201,15.94,0.3258,12.37,85.1
51.80,0.9201,15.94,0.3258,12.37,85.1
51.90,0.9201,15.94,0.3258,12.37,85.1
52.00,0.9202,15.94,0.3257,12.37,85.1
52.10,0.9202,15.94,0.3258,12.37,85.1
52.20,0.9202,15.94,0.3259,12.37,85.1
52.30,0.9202,15.94,0.3258,12.37,85.1
52.40,0.9202,15.94,0.3258,12.37,85.1
52.50,0.9206,15.93,0.3264,12.37,85.0
52.60,0.9206,15.93,0.3263,12.37,85.0
52.70,0.9207,15.93,0.3263,12.37,85.0
52.80,0.9207,15.93,0.3262,12.37,85.0
52.90,0.9207,15.93,0.3262,12.37,85.0
53.00,0.9208,15.93,0.3264,12.37,85.0
53.10,0.9208,15.93,0.3263,12.37,85.0
53.20,0.9208,15.93,0.3263,12.37,85.0
53.30,0.9210,15.94,0.3265,12.37,85.0
53.40,0.9210,15.94,0.3266,12.37,85.0
53.50,0.9215,15.94,0.3265,12.37,85.0
53.60,0.9215,15.93,0.3265,12.37,85.0
53.70,0.9215,15.93,0.3265,12.37,85.0
53.80,0.9215,15.93,0.3265,12.37,85.0
53.90,0.9215,15.94,0.3264,12.37,85.0
54.00,0.9215,15.93,0.3264,12.37,85.0
54.10,0.9219,15.93,0.3266,12.37,85.0
54.20,0.9217,15.93,0.3275,12.37,85.0
54.30,0.9219,15.93,0.3273,12.37,85.0
54.40,0.9220,15.93,0.3271,12.37,85.0
54.50,0.9219,15.93,0.3271,12.37,85.0
54.60,0.9220,15.93,0.3271,12.37,85.0
54.70,0.9220,15.93,0.3272,12.37,85.0
54.80,0.9220,15.93,0.3271,12.37,85.0
54.90,0.9220,15.93,0.3271,12.37,85.0
55.00,0.9220,15.93,0.3271,12.37,85.0
55.10,0.9221,15.93,0.3272,12.37,85.0
55.20,0.9221,15.93,0.3271,12.37,85.0
55.30,0.9221,15.93,0.3269,12.37,85.0
55.40,0.9226,15.94,0.3266,12.37,85.0
55.50,0.9226,15.94,0.3265,12.37,85.0
55.60,0.9226,15.94,0.3266,12.37,85.0
55.70,0.9228,15.94,0.3266,12.37,85.0
55.80,0.9228,15.94,0.3265,12.37,85.0
55.90,0.9228,15.94,0.3265,12.37,85.0
56.00,0.9228,15.94,0.3265,12.37,85.0
56.10,0.9228,15.94,0.3265,12.37,85.0
56.20,0.9228,15.94,0.3265,12.37,85.0
56.30,0.9228,15.94,0.3266,12.37,85.0
56.40,0.9228,15.94,0.3266,12.37,85.0
56.50,0.9230,15.94,0.3265,12.37,85.0
56.60,0.9230,15.94,0.3263,12.37,85.0
56.70,0.9230,15.94,0.3263,12.37,85.0
56.80,0.9230,15.94,0.3263,12.37,85.0
56.90,0.9230,15.94,0.3264,12.37,85.0
57.00,0.9231,15.94,0.3262,12.36,85.0
57.10,0.9231,15.94,0.3263,12.36,85.0
57.20,0.9231,15.94,0.3263,12.36,85.0
57.30,0.9231,15.94,0.3263,12.36,85.0
57.40,0.9232,15.94,0.3262,12.36,85.0
57.50,0.9231,15.94,0.3262,12.36,85.0
57.60,0.9232,15.94,0.3263,12.36,85.0
57.70,0.9232,15.94,0.3263,12.36,85.0
57.80,0.9232,15.94,0.3263,12.36,85.0
57.90,0.9232,15.94,0.3263,12.36,85.0
58.00,0.9232,15.94,0.3263,12.36,85.0
58.10,0.9232,15.94,0.3263,12.36,85.0
58.20,0.9232,15.94,0.3262,12.36,85.0
58.30,0.9232,15.94,0.3266,12.36,85.0
58.40,0.9233,15.94,0.3266,12.36,85.0
58.50,0.9233,15.94,0.3267,12.36,85.0
58.60,0.9233,15.94,0.3266,12.36,85.0
58.70,0.9233,15.94,0.3266,12.36,85.0
58.80,0.9233,15.94,0.3266,12.36,85.0
58.90,0.9234,15.94,0.3264,12.36,85.0
59.00,0.9234,15.94,0.3264,12.36,85.0
59.10,0.9235,15.94,0.3266,12.36,85.0
59.20,0.9235,15.94,0.3265,12.36,85.0
59.30,0.9235,15.94,0.3266,12.36,85.0
59.40,0.9237,15.94,0.3266,12.36,85.0
59.50,0.9236,15.94,0.3266,12.36,85.0
59.60,0.9237,15.94,0.3265,12.36,85.0
59.70,0.9238,15.94,0.3264,12.36,85.0
59.80,0.9238,15.94,0.3265,12.36,85.0
59.90,0.9238,15.94,0.3265,12.36,85.0
60.00,0.9239,15.94,0.3264,12.36,85.0
60.10,0.9239,15.94,0.3265,12.36,85.0
60.20,0.9240,15.94,0.3265,12.36,85.0
60.30,0.9240,15.94,0.3264,12.36,85.0
60.40,0.9240,15.94,0.3264,12.36,85.0
60.50,0.9240,15.94,0.3264,12.36,85.0
60.60,0.9240,15.94,0.3265,12.36,85.0
60.70,0.9244,15.94,0.3257,12.36,85.0
60.80,0.9244,15.94,0.3257,12.36,85.0
60.90,0.9244,15.94,0.3257,12.36,85.0
61.00,0.9245,15.94,0.3255,12.36,85.0
61.10,0.9245,15.94,0.3255,12.36,85.0
61.20,0.9245,15.94,0.3254,12.36,85.0
61.30,0.9245,15.94,0.3254,12.36,85.0
61.40,0.9245,15.94,0.3254,12.36,85.0
61.50,0.9246,15.94,0.3254,12.36,85.0
61.60,0.9245,15.94,0.3254,12.36,85.0
61.70,0.9246,15.94,0.3255,12.36,85.0
61.80,0.9247,15.94,0.3254,12.36,85.0
61.90,0.9247,15.94,0.3254,12.36,85.0
62.00,0.9247,15.94,0.3253,12.36,85.0
62.10,0.9250,15.95,0.3250,12.36,85.0
62.20,0.9250,15.95,0.3249,12.36,85.0
62.30,0.9251,15.95,0.3250,12.36,85.0
62.40,0.9251,15.95,0.3249,12.36,85.0
62.50,0.9252,15.95,0.3245,12.36,85.0
62.60,0.9253,15.95,0.3249,12.36,85.0
62.70,0.9253,15.95,0.3251,12.36,85.0
62.80,0.9253,15.95,0.3249,12.36,85.0
62.90,0.9254,15.95,0.3248,12.36,85.0
63.00,0.9254,15.95,0.3247,12.36,85.0
63.10,0.9254,15.95,0.3247,12.36,85.0
63.20,0.9254,15.95,0.3247,12.36,85.0
63.30,0.9254,15.95,0.3248,12.36,85.0
63.40,0.9255,15.95,0.3248,12.36,85.0
63.50,0.9255,15.95,0.3249,12.36,85.0
63.60,0.9255,15.95,0.3248,12.36,85.0
63.70,0.9255,15.95,0.3247,12.36,85.0
63.80,0.9255,15.95,0.3248,12.36,85.0
63.90,0.9255,15.95,0.3248,12.36,85.0
64.00,0.9255,15.95,0.3248,12.36,85.0
64.10,0.9255,15.95,0.3248,12.36,85.0
64.20,0.9255,15.95,0.3248,12.36,85.0
64.30,0.9255,15.95,0.3247,12.36,85.0
64.40,0.9255,15.95,0.3247,12.36,85.0
64.50,0.9255,15.95,0.3246,12.36,85.0
64.60,0.9255,15.95,0.3248,12.36,85.0
64.70,0.9255,15.95,0.3247,12.36,85.0
64.80,0.9255,15.95,0.3247,12.36,85.0
64.90,0.9255,15.95,0.3246,12.36,85.0
65.00,0.9255,15.95,0.3247,12.36,85.0
65.10,0.9255,15.95,0.3247,12.36,85.0
65.20,0.9255,15.95,0.3247,12.36,85.0
65.30,0.9257,15.95,0.3246,12.36,85.0
65.40,0.9257,15.95,0.3246,12.36,85.0
65.50,0.9257,15.95,0.3246,12.36,85.0
65.60,0.9257,15.95,0.3246,12.36,85.0
65.70,0.9257,15.95,0.3247,12.36,85.0
65.80,0.9257,15.95,0.3247,12.36,85.0
65.90,0.9257,15.95,0.3245,12.36,85.0
66.00,0.9257,15.95,0.3245,12.36,85.0
66.10,0.9257,15.95,0.3246,12.36,85.0
66.20,0.9258,15.95,0.3246,12.36,85.0
66.30,0.9258,15.95,0.3247,12.36,85.0
66.40,0.9257,15.95,0.3247,12.36,85.0
